item,joke,embedding
40,"
What does an atheist say during an orgasm?
<p>""Oh Darwin! Oh Darwin!...""
","[ 1.37794859e-06  1.72799383e-03 -8.83699569e-04  2.95612612e-04
  1.15552556e-03  1.08274829e-03 -7.53097003e-04 -1.01126325e-05
  2.56864075e-03  3.19599500e-03 -8.68219009e-04  2.01432942e-03
  1.20587193e-03  8.46383511e-04 -2.94221542e-03  4.99926246e-05
  1.04905711e-03  6.98608754e-04  4.56507434e-04 -1.87504396e-03
  6.96568226e-04  7.61084957e-04  5.85247297e-04 -1.16314343e-03
  1.06904394e-04 -1.37102033e-03  2.22427561e-03 -9.99398413e-04
 -4.04787628e-04  3.67405242e-03 -4.63688863e-04  3.44433007e-04
 -2.83660367e-03 -1.81639416e-03 -2.26481631e-03 -5.30555029e-04
 -1.30449072e-03 -1.74031779e-03  1.98455164e-04 -1.28178485e-03
  9.44113766e-04  3.15112714e-03  3.25618254e-04  1.37280510e-03
  1.56380574e-03  3.13946774e-04  1.87432359e-03  1.30404939e-03
  1.22372631e-03  7.88877776e-04 -1.51674531e-03  2.81312340e-03
 -1.53225032e-03  1.79505348e-03 -2.08322005e-03  5.53326463e-05
 -1.12903456e-03  5.97524806e-04  1.89047446e-03  1.49017281e-03
 -8.38663196e-04  1.19118590e-03  1.67513452e-03  4.65202145e-04
 -3.17919505e-04  3.33069882e-04 -2.17735325e-03  1.56378339e-03
  9.77099757e-04  1.03379216e-03 -2.65506655e-03  1.23703980e-03
  2.09427594e-06  4.05936124e-04 -2.52914149e-03 -1.19474914e-03
  2.46477011e-03  2.18299311e-03  1.67873234e-03  2.20752147e-04
 -2.04881863e-03  7.24374666e-04  1.58632104e-03 -9.96370916e-04
 -6.13186450e-04 -1.14949653e-03  5.02555107e-04  6.82342565e-04
 -2.03987211e-03 -4.22395125e-04  2.32424750e-03  2.22928531e-04
  4.52836836e-03 -2.13849731e-03 -9.97986062e-04 -2.09034816e-03
 -1.43944984e-03  1.66037981e-03 -2.16847504e-04 -2.29430898e-05]"
41,"
Two men are discussing the age old question: who enjoys sex more, the
man or the woman?  A woman walks by and listens in for awhile and then
interrupts: 
<p>""Listen you guys. You know when your ear itches and you put in your 
little finger and wiggle it around for awhile?  Afterward,
which feels better, your finger or your ear?""
","[ 5.3305336e-04  1.3544108e-03 -1.2285927e-03 -2.3392346e-04
  1.2820914e-03  1.8677381e-03 -9.2187378e-04 -7.0646830e-04
  3.3688105e-03  3.6500036e-03 -9.6848671e-04  2.4475579e-03
  1.6396201e-03  2.0075170e-03 -2.9833105e-03 -4.0289669e-04
  8.6115993e-04  8.5399929e-04 -2.3876151e-04 -1.5633170e-03
  9.1011869e-04  1.3937847e-03  1.4842728e-03 -1.2479896e-03
 -1.8324357e-05 -1.6131792e-03  2.0367925e-03 -1.6388691e-03
 -2.1286643e-04  4.0228893e-03 -5.8327912e-04  6.8141980e-04
 -3.1639934e-03 -2.0286085e-03 -3.5100677e-03 -2.8114195e-04
 -1.2025052e-03 -2.2317052e-03 -2.6194120e-04 -1.0571653e-03
  4.4660730e-04  3.2105038e-03  7.9665903e-04  2.2632903e-03
  1.3720127e-03  9.5482211e-04  1.4675301e-03  9.3468477e-04
  8.6330017e-04  1.5632760e-03 -2.1968791e-03  3.5545998e-03
 -2.4693015e-03  1.5979466e-03 -2.1166196e-03 -3.4111566e-04
 -7.0353207e-04  6.4004795e-04  1.7294219e-03  1.8762011e-03
 -1.1001739e-03  1.4255141e-03  2.8147877e-03  7.5883931e-04
 -7.6838111e-04  9.5447939e-04 -2.5740473e-03  1.6934491e-03
  1.6411382e-03  4.9890042e-04 -2.6527741e-03  3.3424378e-04
 -3.9687933e-04  1.2181115e-04 -2.9931150e-03 -1.4113098e-03
  2.9542081e-03  1.7768120e-03  2.0456940e-03  1.1201660e-05
 -1.9152125e-03  1.2787514e-03  1.2350957e-03 -9.7591808e-04
 -6.8831677e-04 -1.3791783e-03  7.8502524e-04  1.3689984e-03
 -1.2724203e-03 -5.8514415e-04  3.0014853e-03  1.2331248e-04
  5.6325067e-03 -2.7206461e-03 -1.2647032e-03 -3.1543584e-03
 -7.0669543e-04  2.6965886e-03 -6.4235012e-04  2.9150187e-04]"
42,"
Arnold Swartzeneger and Sylvester Stallone are making a movie about
the lives of the great composers.  
<p>Stallone says ""I want to be Mozart."" 
<p>Swartzeneger says: ""In that case...  I'll be Bach.""
","[ 5.80116000e-04  1.16249605e-03 -1.32156420e-03 -5.14722429e-04
  1.28574891e-03  1.79258618e-03 -1.23873376e-03 -8.22853239e-04
  3.51763703e-03  3.92780453e-03 -1.50423718e-03  2.45186477e-03
  1.60936499e-03  1.70101516e-03 -3.04167159e-03  2.27835873e-04
  1.38817821e-03  5.84286172e-04 -8.45477480e-05 -1.40634610e-03
  1.29856844e-03  1.25676801e-03  1.33926305e-03 -1.19073794e-03
  5.83978894e-04 -1.95974787e-03  2.17532879e-03 -1.65206916e-03
 -4.59754010e-05  4.51322738e-03 -6.05306821e-04  6.39498903e-05
 -3.56530678e-03 -2.11169943e-03 -3.43524502e-03 -1.14683506e-04
 -1.38802349e-03 -2.14722403e-03 -2.70870369e-04 -9.12108168e-04
  3.85981810e-04  3.24055576e-03  5.62319590e-04  1.96233671e-03
  1.66548719e-03  5.48935495e-04  1.57174305e-03  6.10390678e-04
  1.22486800e-03  1.52534863e-03 -2.10598111e-03  3.65221500e-03
 -2.20251223e-03  1.16342504e-03 -1.71829318e-03 -1.76488247e-04
 -8.85754242e-04  5.53667080e-04  1.49539951e-03  1.74151873e-03
 -1.01059745e-03  1.89935369e-03  2.77452217e-03  6.28155714e-04
 -7.49140163e-04  1.25736196e-03 -2.78678024e-03  1.67738623e-03
  2.09040241e-03  7.37379305e-04 -3.19039379e-03  6.05094363e-04
 -4.59464994e-04 -3.29369766e-04 -3.11447354e-03 -1.16325601e-03
  3.33669502e-03  1.49792654e-03  1.99902244e-03 -1.03964514e-04
 -1.53736793e-03  1.17984263e-03  1.12738588e-03 -1.10896421e-03
 -8.87436850e-04 -1.38023088e-03  1.27080153e-03  1.46810140e-03
 -1.00927230e-03 -6.76481111e-04  2.70974147e-03  1.86325633e-04
  5.74144488e-03 -2.76998151e-03 -1.29595795e-03 -2.84775859e-03
 -9.24375607e-04  2.62299366e-03 -9.45440668e-04  3.11244803e-04]"
43,"
<p>A horse walks into a bar. Bartender says:
<p>""So, why the long face?""
","[ 6.8519748e-04  1.5163160e-03 -1.3911879e-03 -5.8705953e-04
  1.7076278e-03  1.8562768e-03 -1.1229772e-03 -1.2791910e-03
  4.0508839e-03  4.5122509e-03 -1.3834331e-03  2.3548403e-03
  1.8946404e-03  1.5993238e-03 -3.8586247e-03 -4.9109858e-05
  1.1456184e-03  4.9110944e-04 -2.4718640e-04 -1.9248872e-03
  1.1268846e-03  1.1125241e-03  1.6463073e-03 -1.3597101e-03
  1.4204338e-04 -1.7110029e-03  2.2193515e-03 -1.8743151e-03
 -5.4991344e-04  4.7642062e-03 -8.3789759e-04  6.9205271e-04
 -3.6280800e-03 -2.2003283e-03 -3.5947512e-03 -2.6471016e-04
 -1.4437990e-03 -2.1059592e-03  4.4179196e-05 -9.7943714e-04
 -4.9562386e-05  3.4114046e-03  8.1647444e-04  2.2546549e-03
  1.9830994e-03  1.0039227e-03  2.0400051e-03  1.3166157e-03
  7.4876210e-04  2.0460139e-03 -2.4122556e-03  3.8550652e-03
 -2.5932286e-03  1.4685156e-03 -2.5788818e-03 -2.1634938e-05
 -7.3567865e-04  2.5055639e-04  1.6515177e-03  1.6355412e-03
 -3.8780281e-04  2.2546379e-03  3.0243823e-03  1.0116603e-03
 -1.1175351e-03  1.3504745e-03 -3.2254320e-03  1.9182846e-03
  2.3522710e-03  3.3684153e-04 -2.6096439e-03  6.0322607e-04
 -1.9876777e-04 -4.1214909e-04 -3.7494504e-03 -1.2870486e-03
  3.5332879e-03  1.7395667e-03  2.2358058e-03 -4.1977686e-04
 -1.7525245e-03  1.4619977e-03  1.4510100e-03 -1.3675856e-03
 -5.8867858e-04 -1.8956062e-03  7.5737125e-04  1.5842618e-03
 -1.4161350e-03 -5.5611099e-04  2.8303210e-03  5.5063877e-04
  6.0608345e-03 -3.0282668e-03 -9.8431052e-04 -3.0377030e-03
 -9.4303186e-04  3.1552752e-03 -5.8534229e-04  4.3956927e-04]"
44,"
<p>A boy comes home from school and tells his mother that he got a part
in the school play.  ""What part?"" the mother asked. ""I play a Jewish
husband,"" the boy replied.  
<p>""Go back to school and tell your teacher that you want a speaking role!""
","[ 0.00075806  0.00148248 -0.0017546  -0.00041509  0.00199646  0.00206002
 -0.00160905 -0.00128436  0.00478463  0.00541204 -0.00168365  0.00308898
  0.00197615  0.00199729 -0.00435858 -0.00036822  0.00153402  0.00113709
 -0.00067466 -0.00201301  0.00147793  0.00163582  0.00156401 -0.00172241
  0.00027921 -0.00206225  0.00304147 -0.00224991 -0.00036026  0.00560532
 -0.00107611  0.00101606 -0.0045724  -0.00281169 -0.00443874 -0.00032726
 -0.00180312 -0.00253832  0.00010491 -0.00116833  0.00048538  0.0042555
  0.00095168  0.00286926  0.00200314  0.00104201  0.00231653  0.00126595
  0.00133113  0.00215166 -0.00307891  0.00458726 -0.0028335   0.00191139
 -0.00268708 -0.00034444 -0.00089768  0.00066212  0.00183803  0.00207159
 -0.00105108  0.00235718  0.00357383  0.00124383 -0.00094439  0.00152733
 -0.00366708  0.00227     0.00258267  0.00083593 -0.00349701  0.00078602
 -0.00050083 -0.00046731 -0.00412943 -0.001736    0.0044358   0.00222539
  0.00256244 -0.0001588  -0.0019879   0.00151659  0.00143473 -0.00157221
 -0.00100682 -0.00234478  0.00113964  0.00182573 -0.00154506 -0.00105467
  0.00377804  0.00013198  0.00739666 -0.00360181 -0.00152073 -0.00410259
 -0.00113211  0.00352355 -0.00083862  0.00056778]"
45,"
<p>A couple has been married for 75 years. For the husband's 95th
birthday, his wife decides to surprise him by hiring a prostitute.
That day, the doorbell rings. The husband uses his walker to get to
the door and opens it. 
<p>A 21-year-old in a latex outfit smiles and
says, ""Hi, I here to give you super sex!"" 
<p>The old man says, ""I'll take the soup.""
","[ 5.5528642e-04  1.7103523e-03 -1.5665367e-03 -4.1235299e-04
  1.7143175e-03  2.1449423e-03 -1.2382859e-03 -1.2947816e-03
  4.1075051e-03  4.5216661e-03 -1.3393363e-03  2.7259728e-03
  1.7380504e-03  2.0794242e-03 -3.7457251e-03 -1.5471238e-04
  1.5085543e-03  1.1775865e-03 -1.8947183e-04 -1.9443673e-03
  1.3032432e-03  1.2874225e-03  1.6576804e-03 -1.6108204e-03
  3.1539280e-04 -2.0633107e-03  2.6728173e-03 -1.8352972e-03
  1.0701023e-05  4.9779704e-03 -8.1871508e-04  6.8815309e-04
 -4.0470948e-03 -2.5057953e-03 -3.9970027e-03 -6.5868975e-05
 -1.5275491e-03 -2.5416887e-03 -5.4240536e-05 -9.7134075e-04
  4.9441220e-04  3.7004934e-03  1.0522568e-03  2.7149816e-03
  1.8319722e-03  8.0377300e-04  1.8543162e-03  1.3050770e-03
  1.1256373e-03  1.8919702e-03 -2.6254631e-03  4.2098989e-03
 -2.7685519e-03  1.7894619e-03 -2.3381906e-03 -2.0306444e-04
 -1.0678326e-03  7.5876410e-04  1.5846125e-03  2.2368901e-03
 -9.9190453e-04  2.0895202e-03  3.4187383e-03  9.1363519e-04
 -8.5107476e-04  1.3540329e-03 -3.2647755e-03  1.8876834e-03
  2.1966032e-03  8.2130439e-04 -3.2466217e-03  6.1218085e-04
 -5.9876370e-04 -1.4459950e-04 -3.7119121e-03 -1.6307556e-03
  3.7800488e-03  1.6747642e-03  2.1686396e-03 -7.3161456e-05
 -2.1168310e-03  1.6132842e-03  1.4810272e-03 -1.3889784e-03
 -8.0942764e-04 -1.8630230e-03  1.2027243e-03  1.7488450e-03
 -1.5300853e-03 -6.8489806e-04  3.2283303e-03  4.5476446e-04
  6.6470075e-03 -3.3513906e-03 -1.4181003e-03 -3.3702534e-03
 -1.0921789e-03  3.1462128e-03 -6.3577003e-04  2.9059272e-04]"
46,"
There was an engineer who had an exceptional gift for fixing all 
things mechanical.  After serving his company loyally for over 30 
years, he happily retired.  Several years later the company contacted 
him regarding a seemingly impossible problem they were having with 
one of their multi-million dollar machines. They had tried everything and 
everyone else to get the machine fixed, but to no avail.  In 
desperation, they called on the retired engineer who had solved so 
many of their problems in the past.
<p>The engineer reluctantly took the challenge.  He spent a day studying 
the huge machine.  At the end of the day, he marked a small ""x"" in 
chalk on a particular component of the machine and proudly stated, 
<p>""This is where your problem is"".
<p>The part was replaced and the machine worked perfectly again. The 
company received a bill for $50,000 from the engineer for his 
service.They demanded an itemized accounting of his charges. The 
engineer responded briefly:
<p>One chalk mark                       $1 
<p>Knowing where to put it            $49,999
<p>It was paid in full and the engineer retired again in peace. 
","[ 5.4116599e-04  1.4294164e-03 -1.1436953e-03 -2.9463830e-04
  1.3410442e-03  1.7478969e-03 -9.0692105e-04 -9.9489314e-04
  3.3466639e-03  3.9877198e-03 -1.1619327e-03  2.2899762e-03
  1.4565330e-03  1.5551471e-03 -3.2075709e-03 -2.2901424e-04
  1.2485308e-03  9.7277563e-04 -1.1267768e-04 -1.7816093e-03
  9.9397171e-04  1.3606395e-03  1.4226969e-03 -1.2896243e-03
  2.5988105e-04 -1.7075003e-03  2.2525094e-03 -1.6211998e-03
 -2.2562886e-04  4.1400520e-03 -7.7272567e-04  4.6445243e-04
 -3.3320279e-03 -2.0425837e-03 -3.2105565e-03 -1.5709158e-04
 -1.2014814e-03 -2.0170377e-03 -1.2169278e-04 -9.1249321e-04
  4.3333729e-04  3.1791681e-03  7.8895217e-04  2.1033017e-03
  1.4816284e-03  5.7453860e-04  1.6862206e-03  8.1129168e-04
  8.1894832e-04  1.5424783e-03 -2.1358302e-03  3.6213980e-03
 -2.3076059e-03  1.5224611e-03 -2.0012257e-03 -2.7970056e-04
 -8.4900862e-04  5.1456911e-04  1.4789649e-03  1.7626180e-03
 -8.0816384e-04  1.8668741e-03  2.6880053e-03  8.5272582e-04
 -6.3655741e-04  1.0365121e-03 -2.6003255e-03  1.6544726e-03
  1.8650393e-03  7.1211887e-04 -2.7637794e-03  5.3781638e-04
 -5.3262000e-04 -1.3789718e-04 -3.0722062e-03 -1.3101060e-03
  3.1255346e-03  1.7080053e-03  1.7999564e-03 -3.3526987e-05
 -1.6944563e-03  1.2437259e-03  1.2104769e-03 -1.2005209e-03
 -6.4360315e-04 -1.6745199e-03  9.6876238e-04  1.4505704e-03
 -1.3249166e-03 -6.2228541e-04  2.7128046e-03  2.6580881e-04
  5.3909984e-03 -2.7120144e-03 -1.1438414e-03 -2.7921787e-03
 -1.0171990e-03  2.6086695e-03 -4.4678088e-04  2.3312219e-04]"
47,"
The graduate with a Science degree asks, ""Why does it work?""
<p>The graduate with an Engineering degree asks, ""How does it work?""
<p>The graduate with an Accounting degree Asks, ""How much will it cost?"" 
<p>The graduate with a  Liberal Arts degree asks, ""Do you want fries 
with  that?""
","[ 5.00081223e-04  6.65624160e-04 -9.58468067e-04  3.38753482e-04
  1.13327347e-03  1.46099215e-03 -8.91222386e-04 -5.36021253e-04
  2.59675854e-03  3.30305286e-03 -9.58613819e-04  1.59745722e-03
  1.29002845e-03  1.31728256e-03 -2.58056889e-03 -1.20618883e-04
  7.14316033e-04  4.63279692e-04 -5.75638842e-06 -1.35393732e-03
  9.88272601e-04  7.46150326e-04  9.94909671e-04 -7.31034263e-04
 -5.51559533e-05 -1.52961689e-03  1.65386370e-03 -1.28266297e-03
 -2.17547698e-04  3.09033995e-03 -3.77350574e-04  3.81742168e-04
 -2.59629963e-03 -1.46369974e-03 -2.87440512e-03 -2.95144622e-04
 -8.19622772e-04 -1.17861026e-03  1.89983097e-04 -7.44199380e-04
  5.88454190e-04  2.78422399e-03  3.00880318e-04  1.91317266e-03
  1.23777043e-03  9.92844580e-04  1.20068900e-03  8.02152324e-04
  7.46253179e-04  9.28233785e-04 -1.68572145e-03  2.77621765e-03
 -1.55263545e-03  1.06712279e-03 -1.76451064e-03 -6.94997652e-05
 -4.93420579e-04  1.27656924e-04  1.06970302e-03  1.11121521e-03
 -7.52820692e-04  1.26227865e-03  1.67775387e-03  8.21922964e-04
 -6.38698169e-04  7.33410532e-04 -1.87420391e-03  1.30038091e-03
  1.33996457e-03  5.44494484e-04 -2.12330348e-03  6.49897440e-04
 -3.06123839e-04  1.94743498e-05 -2.75065633e-03 -1.29511638e-03
  3.06153670e-03  1.69553934e-03  1.42780493e-03 -1.00037105e-04
 -1.07909914e-03  9.87634179e-04  9.09267867e-04 -9.79503267e-04
 -7.49882252e-04 -1.22181920e-03  5.46235417e-04  1.06598972e-03
 -1.04366383e-03 -8.85813497e-04  2.02389690e-03  4.05334722e-04
  4.64090426e-03 -2.29569990e-03 -9.87874460e-04 -2.11054529e-03
 -1.06856320e-03  1.93158921e-03 -1.33136156e-04  2.58432119e-04]"
48,"
Three engineering students were gathered together discussing the
possible designers of the human body.  
<p>One said, ""It was a mechanical engineer. Just look at all the joints.""  
<p>Another said, ""No, it was an electrical engineer.  The nervous systems many thousands of electrical
connections.""  
<p>The last said, ""Actually it was a civil engineer. Who else would run a toxic waste pipeline through a recreational area?""
","[ 5.6905969e-04  1.0522704e-03 -1.1107717e-03 -1.7500836e-04
  1.1715395e-03  1.4884524e-03 -9.7284367e-04 -9.2743681e-04
  3.3100226e-03  3.7166413e-03 -1.1828744e-03  1.8495965e-03
  1.2833755e-03  1.1309901e-03 -3.1348991e-03  2.1217074e-05
  1.1011075e-03  7.7485386e-04 -3.6950680e-04 -1.4712883e-03
  1.0762330e-03  1.0293128e-03  1.0610382e-03 -9.5841818e-04
  1.4554612e-04 -1.6257081e-03  2.0088011e-03 -1.5510551e-03
 -3.0947154e-04  3.7064031e-03 -5.1603722e-04  4.5128848e-04
 -2.9889299e-03 -1.7416356e-03 -2.9913238e-03 -2.1229412e-04
 -1.1102390e-03 -1.5130027e-03  8.4579849e-05 -5.9230340e-04
  3.8482912e-04  3.1457695e-03  7.2818011e-04  1.8547615e-03
  1.3050145e-03  8.2723156e-04  1.7533839e-03  7.2493160e-04
  7.5667980e-04  1.2390567e-03 -1.6994611e-03  3.2448703e-03
 -1.8325556e-03  1.2509015e-03 -2.0200978e-03 -1.0642462e-04
 -6.8183948e-04  3.5501149e-04  1.2683440e-03  1.3674049e-03
 -5.5444834e-04  1.7909561e-03  2.3145382e-03  9.3598262e-04
 -8.3245430e-04  9.8627480e-04 -2.5023569e-03  1.5181857e-03
  1.7408945e-03  5.2763597e-04 -2.3875523e-03  6.1301515e-04
 -4.7628130e-04 -3.5233313e-04 -2.8915624e-03 -1.2170903e-03
  3.0854079e-03  1.4198154e-03  1.6157454e-03 -2.6017477e-04
 -1.3513626e-03  1.0920579e-03  1.0685258e-03 -1.1138439e-03
 -8.0784369e-04 -1.5471687e-03  7.5760635e-04  1.4515804e-03
 -1.1762300e-03 -7.4627076e-04  2.3402227e-03  1.4333669e-04
  4.8565194e-03 -2.6977004e-03 -8.8793639e-04 -2.4168596e-03
 -9.6217386e-04  2.4554597e-03 -3.4915007e-04  2.4349318e-04]"
49,"
A guy goes into confession and says to the priest, ""Father, I'm 80 years
old, widower, with 11 grandchildren. Last night I met two beautiful flight
attendants. They took me home and I made love to both of them. Twice.""
<P>
The priest said: ""Well, my son, when was the last time you were in
confession?""
<p> ""Never Father, I'm Jewish.""
<p> ""So then, why are you telling me?""
<p> ""I'm telling everybody.""
","[ 4.27033257e-04  1.29815587e-03 -1.10804266e-03 -1.92083055e-04
  1.55460578e-03  2.00798246e-03 -7.19125615e-04 -9.24000167e-04
  3.66604328e-03  3.86534189e-03 -7.66503683e-04  2.62840977e-03
  1.44323509e-03  1.88386883e-03 -3.25420685e-03 -1.48203355e-04
  1.26290810e-03  8.14857311e-04 -2.14209394e-05 -1.79385080e-03
  1.06789405e-03  1.34557870e-03  1.46292488e-03 -1.18812372e-03
  2.78954249e-04 -1.65871496e-03  2.20220955e-03 -1.39485369e-03
 -3.01089058e-05  4.19022143e-03 -7.81411247e-04  2.96802376e-04
 -3.47372470e-03 -2.13599624e-03 -3.16102267e-03  9.02943648e-05
 -1.19519385e-03 -2.39425548e-03 -1.06514184e-04 -8.84135545e-04
  7.68647820e-04  3.18227150e-03  6.71438116e-04  2.17570248e-03
  1.56622380e-03  6.42409781e-04  1.42573053e-03  8.77568149e-04
  9.39382182e-04  1.35306281e-03 -2.33715004e-03  3.64693068e-03
 -2.58526858e-03  1.67047163e-03 -1.95100927e-03 -5.61766734e-04
 -8.91404750e-04  8.90715979e-04  1.44167489e-03  1.89431733e-03
 -1.05153932e-03  1.71062921e-03  2.75628339e-03  8.23594164e-04
 -7.84407719e-04  1.08394341e-03 -2.83653405e-03  1.67979987e-03
  2.04219576e-03  8.00624490e-04 -3.02555203e-03  7.62124197e-04
 -5.51466015e-04  3.32365962e-05 -3.13623273e-03 -1.59065903e-03
  3.11308866e-03  1.51150627e-03  1.55789836e-03 -1.94083783e-04
 -1.78834912e-03  1.50897447e-03  1.27342565e-03 -1.02350395e-03
 -7.79455760e-04 -1.44973514e-03  1.02508720e-03  1.27195322e-03
 -1.38150726e-03 -5.10065875e-04  2.84508360e-03  3.80420825e-04
  5.62577229e-03 -2.89878552e-03 -1.06676645e-03 -2.97886785e-03
 -8.54959013e-04  2.46653962e-03 -5.30161604e-04  9.95897062e-05]"
50,"
Did you hear that Clinton has announced there is a new national bird?  
<p>The spread eagle.
","[ 5.7159696e-04  1.1681526e-03 -1.4185926e-03  1.6101931e-04
  1.1128442e-03  1.4742443e-03 -9.8340085e-04 -8.6445810e-04
  3.2012705e-03  3.5167572e-03 -1.5621851e-03  2.1874141e-03
  1.6823511e-03  1.2987687e-03 -2.9979981e-03  4.5647736e-05
  1.3302693e-03  5.9946580e-04  1.4621962e-04 -1.6229182e-03
  1.1772059e-03  1.2369277e-03  1.2019366e-03 -1.1378998e-03
  1.5621248e-04 -1.3128928e-03  2.0658227e-03 -1.5979622e-03
 -2.7556162e-04  3.8189690e-03 -7.9593103e-04  7.3284633e-04
 -2.7640380e-03 -1.7173447e-03 -3.2059783e-03 -1.4912793e-05
 -1.1898763e-03 -1.8667914e-03  5.1848823e-04 -8.4496458e-04
  5.5967923e-04  2.8791130e-03  1.1816290e-03  1.9016708e-03
  1.6076849e-03  7.5396348e-04  1.3979034e-03  1.1713007e-03
  8.7544654e-04  1.8659201e-03 -2.3865744e-03  2.8900674e-03
 -1.8268065e-03  1.1367346e-03 -1.8842360e-03 -1.6141229e-04
 -6.0863397e-04  3.7976715e-04  1.3517273e-03  1.4958000e-03
 -2.2681095e-04  1.5389951e-03  3.0942829e-03  8.3820889e-04
 -7.7273563e-04  8.5109059e-04 -2.7940962e-03  1.8920703e-03
  1.6783261e-03  4.9495051e-04 -2.5630060e-03  7.8053604e-04
 -5.0993689e-04 -2.7974756e-04 -2.9870854e-03 -9.7943528e-04
  3.0335418e-03  1.4194576e-03  1.8927989e-03 -4.0445034e-04
 -9.9503098e-04  1.2084150e-03  7.2833372e-04 -1.5171440e-03
 -9.1409480e-04 -1.5594071e-03  5.9050741e-04  1.5225846e-03
 -7.8477786e-04 -8.7824487e-04  2.3707421e-03  4.0304905e-04
  5.2296822e-03 -2.2992655e-03 -1.1514040e-03 -2.9276207e-03
 -8.9369447e-04  2.4346928e-03 -4.2803248e-04  3.8835232e-04]"
51,"
Q: What do Monica Lewinsky and Bob Dole have in common?
<p>A: They were both upset when Bill finished first.
","[ 5.3043163e-04  1.2646850e-03 -9.9003594e-04 -4.3204858e-05
  1.2182719e-03  1.5920745e-03 -8.1944797e-04 -5.3794996e-04
  2.6655889e-03  3.1413573e-03 -8.3414849e-04  2.3402588e-03
  9.9741702e-04  1.6696046e-03 -2.5716689e-03 -3.8552863e-04
  1.1749271e-03  6.5020914e-04  1.9953419e-04 -1.2607693e-03
  6.9966330e-04  1.1832751e-03  1.6265872e-03 -8.2201743e-04
  3.4683759e-04 -1.5521523e-03  1.9272572e-03 -1.1690706e-03
  3.5678619e-05  3.3458178e-03 -5.3843181e-04  4.3791151e-04
 -2.5911238e-03 -1.6259169e-03 -2.7571509e-03  8.8204652e-05
 -6.5660640e-04 -1.9676206e-03 -3.2054610e-04 -6.0077460e-04
  7.2781328e-04  2.3579369e-03  7.2818215e-04  1.6554261e-03
  1.0690314e-03  5.5845606e-04  1.2053141e-03  3.8375609e-04
  5.3524686e-04  1.2834352e-03 -1.7590408e-03  2.6915516e-03
 -2.1361804e-03  1.5432325e-03 -1.4839121e-03 -5.6445372e-04
 -6.6410255e-04  4.6773127e-04  1.0322137e-03  1.3000083e-03
 -6.1741081e-04  1.4728751e-03  2.3911251e-03  4.7644472e-04
 -5.5959087e-04  9.7608753e-04 -2.0075236e-03  1.4050070e-03
  1.5709683e-03  3.0788284e-04 -2.0902946e-03  1.9457140e-04
 -5.7812099e-04 -1.9811078e-04 -2.2530605e-03 -1.1643263e-03
  2.6847317e-03  1.5297192e-03  1.8573286e-03  1.0044215e-04
 -1.7978667e-03  1.0006594e-03  8.9258316e-04 -1.4126233e-03
 -1.5119179e-04 -1.2782466e-03  9.0275350e-04  1.0981493e-03
 -1.4149856e-03 -6.0694246e-04  2.3526622e-03 -2.6502076e-04
  4.7340281e-03 -2.1121472e-03 -8.1646186e-04 -2.3195003e-03
 -7.2310999e-04  2.2836947e-03 -3.7855739e-04  8.4839296e-05]"
